TEAM,YEAR,WINS,LOSSES,OFFRTG,OFFRANK,DEFRTG,DEFRANK,NETRTG,NETRANK,PLAYOFFS,URL
IND,1992,40,42,111.7,6/27,109.9,19/27,1.9,12/27,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/IND/1992.html
IND,1993,41,41,111.9,5/27,110.1,21/27,1.8,10/27,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/IND/1993.html
IND,1994,47,35,107.8,11/27,104.2,8/27,3.7,10/27,Lost Round 3 (3-4),https://www.basketball-reference.com/teams/IND/1994.html
IND,1995,52,30,109.6,8/27,105.6,6/27,4.1,6/27,Lost Round 3 (3-4),https://www.basketball-reference.com/teams/IND/1995.html
IND,1996,52,30,110.8,6/29,107.2,13/29,3.6,7/29,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/IND/1996.html
IND,1997,39,43,105.8,15/29,104.7,12/29,1.1,14/29,No Playoffs,https://www.basketball-reference.com/teams/IND/1997.html
IND,1998,58,24,108.4,4/29,101.6,5/29,6.9,5/29,Lost Round 3 (3-4),https://www.basketball-reference.com/teams/IND/1998.html
IND,1999,33,17,108.7,1/29,104.4,24/29,4.3,5/29,Lost Round 3 (2-4),https://www.basketball-reference.com/teams/IND/1999.html
IND,2000,56,26,108.5,1/29,103.6,13/29,4.9,6/29,Lost Finals (2-4),https://www.basketball-reference.com/teams/IND/2000.html
IND,2001,41,41,102.0,15/29,102.2,11/29,-0.2,18/29,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/IND/2001.html
IND,2002,42,40,104.1,16/29,103.8,11/29,0.3,15/29,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/IND/2002.html
IND,2003,48,34,104.6,13/29,100.8,5/29,3.8,6/29,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/IND/2003.html
IND,2004,61,21,103.8,9/29,97.2,3/29,6.5,3/29,Lost Round 3 (2-4),https://www.basketball-reference.com/teams/IND/2004.html
IND,2005,44,38,105.5,20/30,104.6,11/30,0.9,15/30,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/IND/2005.html
IND,2006,41,41,104.5,21/30,102.4,3/30,2.1,9/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/IND/2006.html
IND,2007,35,47,102.9,30/30,105.5,9/30,-2.6,20/30,No Playoffs,https://www.basketball-reference.com/teams/IND/2007.html
IND,2008,36,46,106.0,19/30,107.5,15/30,-1.4,18/30,No Playoffs,https://www.basketball-reference.com/teams/IND/2008.html
IND,2009,36,46,108.1,18/30,109.2,19/30,-1.1,18/30,No Playoffs,https://www.basketball-reference.com/teams/IND/2009.html
IND,2010,32,50,103.7,26/30,106.8,14/30,-3.1,21/30,No Playoffs,https://www.basketball-reference.com/teams/IND/2010.html
IND,2011,37,45,104.8,23/30,106.0,12/30,-1.1,19/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/IND/2011.html
IND,2012,42,24,106.7,7/30,103.1,9/30,3.6,7/30,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/IND/2012.html
IND,2013,49,32,104.3,20/30,99.8,1/30,4.4,8/30,Lost Round 3 (3-4),https://www.basketball-reference.com/teams/IND/2013.html
IND,2014,56,26,104.1,23/30,99.3,1/30,4.7,6/30,Lost Round 3 (2-4),https://www.basketball-reference.com/teams/IND/2014.html
IND,2015,38,44,103.5,23/30,103.2,7/30,0.3,16/30,No Playoffs,https://www.basketball-reference.com/teams/IND/2015.html
IND,2016,45,37,104.6,25/30,102.9,3/30,1.7,11/30,Lost Round 1 (3-4),https://www.basketball-reference.com/teams/IND/2016.html
IND,2017,42,40,108.6,15/30,108.8,16/30,-0.2,17/30,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/IND/2017.html
IND,2018,48,34,109.5,11/30,108.1,13/30,1.4,12/30,Lost Round 1 (3-4),https://www.basketball-reference.com/teams/IND/2018.html
IND,2019,48,34,109.9,18/30,106.5,3/30,3.4,9/30,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/IND/2019.html
IND,2020,45,28,110.0,19/30,108.0,6/30,2.0,13/30,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/IND/2020.html
IND,2021,34,38,112.4,14/30,112.4,13/30,-0.0,17/30,No Playoffs,https://www.basketball-reference.com/teams/IND/2021.html
IND,2022,12,17,110.1,11/30,108.2,12/30,1.9,11/30,No Playoffs,https://www.basketball-reference.com/teams/IND/2022.html
LAC,1985,31,51,105.8,17/23,110.3,21/23,-4.4,19/23,No Playoffs,https://www.basketball-reference.com/teams/LAC/1985.html
LAC,1986,32,50,105.4,17/23,112.1,22/23,-6.7,23/23,No Playoffs,https://www.basketball-reference.com/teams/LAC/1986.html
LAC,1987,12,70,101.2,23/23,112.3,23/23,-11.1,23/23,No Playoffs,https://www.basketball-reference.com/teams/LAC/1987.html
LAC,1988,17,65,97.4,23/23,107.6,12/23,-10.2,23/23,No Playoffs,https://www.basketball-reference.com/teams/LAC/1988.html
LAC,1989,21,61,100.8,24/25,110.2,22/25,-9.4,24/25,No Playoffs,https://www.basketball-reference.com/teams/LAC/1989.html
LAC,1990,30,52,104.0,23/27,107.4,11/27,-3.4,21/27,No Playoffs,https://www.basketball-reference.com/teams/LAC/1990.html
LAC,1991,31,51,103.0,23/27,106.5,9/27,-3.4,18/27,No Playoffs,https://www.basketball-reference.com/teams/LAC/1991.html
LAC,1992,45,37,105.8,21/27,104.7,5/27,1.1,13/27,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/LAC/1992.html
LAC,1993,41,41,107.4,17/27,107.1,11/27,0.4,14/27,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/LAC/1993.html
LAC,1994,27,55,102.9,22/27,108.6,18/27,-5.7,20/27,No Playoffs,https://www.basketball-reference.com/teams/LAC/1994.html
LAC,1995,17,65,101.5,27/27,111.1,23/27,-9.6,26/27,No Playoffs,https://www.basketball-reference.com/teams/LAC/1995.html
LAC,1996,29,53,106.5,16/29,110.3,24/29,-3.9,22/29,No Playoffs,https://www.basketball-reference.com/teams/LAC/1996.html
LAC,1997,36,46,105.1,18/29,107.6,16/29,-2.5,19/29,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/LAC/1997.html
LAC,1998,17,65,103.3,19/29,111.2,27/29,-7.9,26/29,No Playoffs,https://www.basketball-reference.com/teams/LAC/1998.html
LAC,1999,9,41,100.0,22/29,109.7,28/29,-9.8,28/29,No Playoffs,https://www.basketball-reference.com/teams/LAC/1999.html
LAC,2000,15,67,97.8,28/29,110.1,29/29,-12.3,29/29,No Playoffs,https://www.basketball-reference.com/teams/LAC/2000.html
LAC,2001,31,51,101.3,18/29,104.5,19/29,-3.2,22/29,No Playoffs,https://www.basketball-reference.com/teams/LAC/2001.html
LAC,2002,39,43,105.5,11/29,106.0,19/29,-0.5,18/29,No Playoffs,https://www.basketball-reference.com/teams/LAC/2002.html
LAC,2003,27,55,102.3,22/29,106.8,25/29,-4.5,24/29,No Playoffs,https://www.basketball-reference.com/teams/LAC/2003.html
LAC,2004,28,54,103.5,11/29,108.5,28/29,-5.0,25/29,No Playoffs,https://www.basketball-reference.com/teams/LAC/2004.html
LAC,2005,37,45,105.5,18/30,106.4,13/30,-0.8,18/30,No Playoffs,https://www.basketball-reference.com/teams/LAC/2005.html
LAC,2006,47,35,105.3,18/30,103.6,8/30,1.7,11/30,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/LAC/2006.html
LAC,2007,40,42,105.1,19/30,105.6,10/30,-0.5,14/30,No Playoffs,https://www.basketball-reference.com/teams/LAC/2007.html
LAC,2008,23,59,101.2,28/30,109.1,19/30,-7.8,28/30,No Playoffs,https://www.basketball-reference.com/teams/LAC/2008.html
LAC,2009,19,63,102.3,30/30,111.7,27/30,-9.4,30/30,No Playoffs,https://www.basketball-reference.com/teams/LAC/2009.html
LAC,2010,29,53,103.3,28/30,110.1,22/30,-6.9,28/30,No Playoffs,https://www.basketball-reference.com/teams/LAC/2010.html
LAC,2011,32,50,105.3,22/30,108.7,18/30,-3.3,22/30,No Playoffs,https://www.basketball-reference.com/teams/LAC/2011.html
LAC,2012,40,26,108.5,4/30,105.7,18/30,2.8,10/30,Lost Round 2 (0-4),https://www.basketball-reference.com/teams/LAC/2012.html
LAC,2013,56,26,110.6,4/30,103.6,8/30,7.1,3/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/LAC/2013.html
LAC,2014,57,25,112.1,1/30,104.8,9/30,7.2,2/30,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/LAC/2014.html
LAC,2015,56,26,112.4,1/30,105.5,15/30,6.9,2/30,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/LAC/2015.html
LAC,2016,53,29,108.3,8/30,103.8,6/30,4.4,6/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/LAC/2016.html
LAC,2017,51,31,112.7,5/30,108.2,12/30,4.5,4/30,Lost Round 1 (3-4),https://www.basketball-reference.com/teams/LAC/2017.html
LAC,2018,42,40,110.3,8/30,110.2,20/30,0.0,18/30,No Playoffs,https://www.basketball-reference.com/teams/LAC/2018.html
LAC,2019,48,34,112.4,9/30,111.5,21/30,0.8,13/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/LAC/2019.html
LAC,2020,49,23,113.9,2/30,107.6,5/30,6.3,2/30,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/LAC/2020.html
LAC,2021,47,25,117.6,4/30,111.2,8/30,6.4,2/30,Lost Round 3 (2-4),https://www.basketball-reference.com/teams/LAC/2021.html
LAC,2022,16,12,107.1,25/30,105.1,4/30,2.0,9/30,No Playoffs,https://www.basketball-reference.com/teams/LAC/2022.html
LAL,1985,62,20,114.1,1/23,107.0,7/23,7.1,1/23,Won Finals (4-2),https://www.basketball-reference.com/teams/LAL/1985.html
LAL,1986,62,20,113.3,1/23,105.8,7/23,7.5,3/23,Lost Round 3 (1-4),https://www.basketball-reference.com/teams/LAL/1986.html
LAL,1987,65,17,115.6,1/23,106.5,7/23,9.1,1/23,Won Finals (4-2),https://www.basketball-reference.com/teams/LAL/1987.html
LAL,1988,62,20,113.1,2/23,107.3,9/23,5.9,2/23,Won Finals (4-3),https://www.basketball-reference.com/teams/LAL/1988.html
LAL,1989,57,25,113.8,1/25,106.7,7/25,7.1,3/25,Lost Finals (0-4),https://www.basketball-reference.com/teams/LAL/1989.html
LAL,1990,63,19,114.0,1/27,107.0,8/27,7.0,2/27,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/LAL/1990.html
LAL,1991,58,24,112.1,5/27,105.0,5/27,7.1,3/27,Lost Finals (1-4),https://www.basketball-reference.com/teams/LAL/1991.html
LAL,1992,43,39,107.7,13/27,108.9,17/27,-1.2,14/27,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/LAL/1992.html
LAL,1993,39,43,107.6,16/27,108.9,16/27,-1.3,19/27,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/LAL/1993.html
LAL,1994,33,49,104.8,17/27,109.3,22/27,-4.5,19/27,No Playoffs,https://www.basketball-reference.com/teams/LAL/1994.html
LAL,1995,48,34,109.1,11/27,109.4,16/27,-0.2,15/27,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/LAL/1995.html
LAL,1996,53,29,111.4,4/29,106.6,10/29,4.8,6/29,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/LAL/1996.html
LAL,1997,56,26,108.3,9/29,103.7,8/29,4.6,8/29,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/LAL/1997.html
LAL,1998,61,21,111.9,2/29,103.7,11/29,8.2,1/29,Lost Round 3 (0-4),https://www.basketball-reference.com/teams/LAL/1998.html
LAL,1999,31,19,107.6,2/29,104.3,23/29,3.3,8/29,Lost Round 2 (0-4),https://www.basketball-reference.com/teams/LAL/1999.html
LAL,2000,67,15,107.3,5/29,98.2,1/29,9.1,1/29,Won Finals (4-2),https://www.basketball-reference.com/teams/LAL/2000.html
LAL,2001,56,26,108.4,2/29,104.8,21/29,3.6,8/29,Won Finals (4-1),https://www.basketball-reference.com/teams/LAL/2001.html
LAL,2002,58,24,109.4,2/29,101.7,7/29,7.7,2/29,Won Finals (4-0),https://www.basketball-reference.com/teams/LAL/2002.html
LAL,2003,50,32,107.2,4/29,104.7,19/29,2.5,10/29,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/LAL/2003.html
LAL,2004,56,26,105.5,6/29,101.3,8/29,4.2,7/29,Lost Finals (1-4),https://www.basketball-reference.com/teams/LAL/2004.html
LAL,2005,34,48,108.1,7/30,111.4,30/30,-3.2,24/30,No Playoffs,https://www.basketball-reference.com/teams/LAL/2005.html
LAL,2006,45,37,108.4,8/30,105.7,15/30,2.7,7/30,Lost Round 1 (3-4),https://www.basketball-reference.com/teams/LAL/2006.html
LAL,2007,42,40,108.6,7/30,108.6,24/30,-0.1,12/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/LAL/2007.html
LAL,2008,57,25,113.0,3/30,105.5,5/30,7.6,3/30,Lost Finals (2-4),https://www.basketball-reference.com/teams/LAL/2008.html
LAL,2009,65,17,112.8,3/30,104.7,6/30,8.1,3/30,Won Finals (4-1),https://www.basketball-reference.com/teams/LAL/2009.html
LAL,2010,57,25,108.8,11/30,103.7,4/30,5.0,7/30,Won Finals (4-3),https://www.basketball-reference.com/teams/LAL/2010.html
LAL,2011,57,25,111.0,6/30,104.3,6/30,6.7,3/30,Lost Round 2 (0-4),https://www.basketball-reference.com/teams/LAL/2011.html
LAL,2012,41,25,106.0,10/30,104.4,13/30,1.6,13/30,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/LAL/2012.html
LAL,2013,45,37,107.8,9/30,106.6,20/30,1.2,11/30,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/LAL/2013.html
LAL,2014,27,55,104.2,21/30,110.6,28/30,-6.4,27/30,No Playoffs,https://www.basketball-reference.com/teams/LAL/2014.html
LAL,2015,21,61,103.4,24/30,110.6,29/30,-7.2,27/30,No Playoffs,https://www.basketball-reference.com/teams/LAL/2015.html
LAL,2016,17,65,101.6,29/30,111.6,30/30,-10.0,29/30,No Playoffs,https://www.basketball-reference.com/teams/LAL/2016.html
LAL,2017,26,56,106.0,23/30,113.0,30/30,-7.0,30/30,No Playoffs,https://www.basketball-reference.com/teams/LAL/2017.html
LAL,2018,35,47,106.5,23/30,108.0,12/30,-1.5,21/30,No Playoffs,https://www.basketball-reference.com/teams/LAL/2018.html
LAL,2019,37,45,107.8,24/30,109.5,12/30,-1.7,23/30,No Playoffs,https://www.basketball-reference.com/teams/LAL/2019.html
LAL,2020,52,19,112.0,11/30,106.3,3/30,5.7,5/30,Won Finals (4-2),https://www.basketball-reference.com/teams/LAL/2020.html
LAL,2021,42,30,109.9,24/30,107.1,1/30,2.8,8/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/LAL/2021.html
LAL,2022,15,13,107.6,23/30,107.8,10/30,-0.2,18/30,No Playoffs,https://www.basketball-reference.com/teams/LAL/2022.html
MEM,2002,23,59,98.2,29/29,106.3,20/29,-8.1,28/29,No Playoffs,https://www.basketball-reference.com/teams/MEM/2002.html
MEM,2003,28,54,103.9,17/29,107.3,27/29,-3.4,22/29,No Playoffs,https://www.basketball-reference.com/teams/MEM/2003.html
MEM,2004,50,32,104.8,7/29,102.2,11/29,2.6,9/29,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/MEM/2004.html
MEM,2005,45,37,105.5,19/30,102.9,5/30,2.6,8/30,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/MEM/2005.html
MEM,2006,49,33,105.9,16/30,101.6,2/30,4.2,5/30,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/MEM/2006.html
MEM,2007,22,60,106.9,13/30,112.3,30/30,-5.4,30/30,No Playoffs,https://www.basketball-reference.com/teams/MEM/2007.html
MEM,2008,22,60,105.0,22/30,111.4,28/30,-6.5,24/30,No Playoffs,https://www.basketball-reference.com/teams/MEM/2008.html
MEM,2009,24,58,103.5,28/30,109.5,21/30,-6.0,26/30,No Playoffs,https://www.basketball-reference.com/teams/MEM/2009.html
MEM,2010,40,42,108.3,13/30,109.9,19/30,-1.6,17/30,No Playoffs,https://www.basketball-reference.com/teams/MEM/2010.html
MEM,2011,46,36,107.6,16/30,105.1,9/30,2.5,10/30,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/MEM/2011.html
MEM,2012,41,25,104.0,19/30,101.8,7/30,2.2,12/30,Lost Round 1 (3-4),https://www.basketball-reference.com/teams/MEM/2012.html
MEM,2013,56,26,104.9,17/30,100.3,2/30,4.7,7/30,Lost Round 3 (0-4),https://www.basketball-reference.com/teams/MEM/2013.html
MEM,2014,50,32,106.3,15/30,104.6,7/30,1.7,14/30,Lost Round 1 (3-4),https://www.basketball-reference.com/teams/MEM/2014.html
MEM,2015,55,27,105.7,13/30,102.2,3/30,3.5,8/30,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/MEM/2015.html
MEM,2016,42,40,105.4,19/30,107.8,19/30,-2.4,20/30,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/MEM/2016.html
MEM,2017,43,39,107.7,19/30,107.1,7/30,0.5,12/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/MEM/2017.html
MEM,2018,22,60,104.5,27/30,111.0,26/30,-6.5,27/30,No Playoffs,https://www.basketball-reference.com/teams/MEM/2018.html
MEM,2019,33,49,106.1,27/30,108.8,9/30,-2.7,24/30,No Playoffs,https://www.basketball-reference.com/teams/MEM/2019.html
MEM,2020,34,39,109.2,20/30,110.3,15/30,-1.0,17/30,No Playoffs,https://www.basketball-reference.com/teams/MEM/2020.html
MEM,2021,38,34,112.0,15/30,111.0,6/30,1.0,15/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/MEM/2021.html
MEM,2022,17,11,111.6,5/30,109.9,18/30,1.8,12/30,No Playoffs,https://www.basketball-reference.com/teams/MEM/2022.html
MIA,1989,15,67,97.8,25/25,109.0,18/25,-11.2,25/25,No Playoffs,https://www.basketball-reference.com/teams/MIA/1989.html
MIA,1990,18,64,99.3,27/27,108.9,18/27,-9.6,27/27,No Playoffs,https://www.basketball-reference.com/teams/MIA/1990.html
MIA,1991,24,58,102.0,26/27,108.1,14/27,-6.0,25/27,No Playoffs,https://www.basketball-reference.com/teams/MIA/1991.html
MIA,1992,38,44,106.7,19/27,110.9,25/27,-4.3,21/27,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/MIA/1992.html
MIA,1993,36,46,107.7,15/27,108.9,17/27,-1.2,18/27,No Playoffs,https://www.basketball-reference.com/teams/MIA/1993.html
MIA,1994,42,40,109.5,5/27,106.7,14/27,2.8,12/27,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/MIA/1994.html
MIA,1995,32,50,108.2,14/27,109.9,18/27,-1.7,17/27,No Playoffs,https://www.basketball-reference.com/teams/MIA/1995.html
MIA,1996,42,40,105.3,23/29,103.8,6/29,1.6,13/29,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/MIA/1996.html
MIA,1997,61,21,106.8,12/29,100.6,1/29,6.2,5/29,Lost Round 3 (1-4),https://www.basketball-reference.com/teams/MIA/1997.html
MIA,1998,55,27,107.6,10/29,102.0,7/29,5.6,7/29,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/MIA/1998.html
MIA,1999,33,17,104.7,9/29,98.9,8/29,5.8,4/29,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/MIA/1999.html
MIA,2000,52,30,104.5,17/29,101.0,7/29,3.4,7/29,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/MIA/2000.html
MIA,2001,50,32,101.1,20/29,98.5,4/29,2.6,10/29,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/MIA/2001.html
MIA,2002,36,46,98.5,27/29,100.2,3/29,-1.7,21/29,No Playoffs,https://www.basketball-reference.com/teams/MIA/2002.html
MIA,2003,25,57,96.7,27/29,102.4,10/29,-5.7,26/29,No Playoffs,https://www.basketball-reference.com/teams/MIA/2003.html
MIA,2004,42,40,102.2,15/29,101.7,9/29,0.6,13/29,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/MIA/2004.html
MIA,2005,59,23,110.2,5/30,103.1,6/30,7.1,3/30,Lost Round 3 (3-4),https://www.basketball-reference.com/teams/MIA/2005.html
MIA,2006,52,30,108.7,7/30,104.5,9/30,4.2,6/30,Won Finals (4-2),https://www.basketball-reference.com/teams/MIA/2006.html
MIA,2007,44,38,104.3,24/30,105.3,8/30,-1.0,17/30,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/MIA/2007.html
MIA,2008,15,67,100.5,30/30,110.0,26/30,-9.5,30/30,No Playoffs,https://www.basketball-reference.com/teams/MIA/2008.html
MIA,2009,43,39,107.8,20/30,107.6,11/30,0.3,14/30,Lost Round 1 (3-4),https://www.basketball-reference.com/teams/MIA/2009.html
MIA,2010,47,35,106.6,19/30,104.1,6/30,2.5,13/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/MIA/2010.html
MIA,2011,58,24,111.7,3/30,103.5,5/30,8.2,1/30,Lost Finals (2-4),https://www.basketball-reference.com/teams/MIA/2011.html
MIA,2012,46,20,106.6,8/30,100.2,4/30,6.5,4/30,Won Finals (4-1),https://www.basketball-reference.com/teams/MIA/2012.html
MIA,2013,66,16,112.3,2/30,103.7,9/30,8.6,2/30,Won Finals (4-3),https://www.basketball-reference.com/teams/MIA/2013.html
MIA,2014,54,28,110.9,5/30,105.8,11/30,5.2,4/30,Lost Finals (1-4),https://www.basketball-reference.com/teams/MIA/2014.html
MIA,2015,37,45,103.9,21/30,106.7,21/30,-2.9,21/30,No Playoffs,https://www.basketball-reference.com/teams/MIA/2015.html
MIA,2016,48,34,106.1,14/30,104.4,9/30,1.7,12/30,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/MIA/2016.html
MIA,2017,41,41,107.8,17/30,106.7,5/30,1.1,10/30,No Playoffs,https://www.basketball-reference.com/teams/MIA/2017.html
MIA,2018,44,38,106.8,22/30,106.3,7/30,0.5,16/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/MIA/2018.html
MIA,2019,39,43,107.3,26/30,107.6,6/30,-0.2,16/30,No Playoffs,https://www.basketball-reference.com/teams/MIA/2019.html
MIA,2020,44,29,112.5,7/30,109.5,11/30,3.0,7/30,Lost Finals (2-4),https://www.basketball-reference.com/teams/MIA/2020.html
MIA,2021,40,32,111.2,18/30,111.2,7/30,0.0,16/30,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/MIA/2021.html
MIA,2022,16,12,110.9,7/30,107.7,9/30,3.2,7/30,No Playoffs,https://www.basketball-reference.com/teams/MIA/2022.html
MIL,1985,59,23,110.5,6/23,103.6,2/23,6.8,2/23,Lost Round 2 (0-4),https://www.basketball-reference.com/teams/MIL/1985.html
MIL,1986,57,25,111.4,4/23,102.7,2/23,8.8,2/23,Lost Round 3 (0-4),https://www.basketball-reference.com/teams/MIL/1986.html
MIL,1987,50,32,109.5,7/23,105.6,4/23,3.9,5/23,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/MIL/1987.html
MIL,1988,42,40,108.2,11/23,107.6,13/23,0.5,13/23,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/MIL/1988.html
MIL,1989,49,33,110.1,10/25,106.4,6/25,3.6,7/25,Lost Round 2 (0-4),https://www.basketball-reference.com/teams/MIL/1989.html
MIL,1990,44,38,107.3,17/27,108.1,14/27,-0.8,18/27,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/MIL/1990.html
MIL,1991,48,34,109.7,10/27,107.2,11/27,2.6,10/27,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/MIL/1991.html
MIL,1992,31,51,108.8,10/27,110.6,23/27,-1.8,18/27,No Playoffs,https://www.basketball-reference.com/teams/MIL/1992.html
MIL,1993,28,54,106.2,21/27,110.1,20/27,-3.9,23/27,No Playoffs,https://www.basketball-reference.com/teams/MIL/1993.html
MIL,1994,20,62,102.5,24/27,109.3,23/27,-6.8,22/27,No Playoffs,https://www.basketball-reference.com/teams/MIL/1994.html
MIL,1995,34,48,106.2,19/27,110.9,22/27,-4.7,21/27,No Playoffs,https://www.basketball-reference.com/teams/MIL/1995.html
MIL,1996,25,57,105.6,22/29,111.5,26/29,-5.9,26/29,No Playoffs,https://www.basketball-reference.com/teams/MIL/1996.html
MIL,1997,33,49,106.2,14/29,108.3,19/29,-2.1,18/29,No Playoffs,https://www.basketball-reference.com/teams/MIL/1997.html
MIL,1998,36,46,103.5,18/29,105.6,19/29,-2.1,20/29,No Playoffs,https://www.basketball-reference.com/teams/MIL/1998.html
MIL,1999,28,22,104.9,7/29,103.0,17/29,1.9,13/29,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/MIL/1999.html
MIL,2000,42,40,108.2,2/29,107.9,26/29,0.2,16/29,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/MIL/2000.html
MIL,2001,52,30,108.8,1/29,104.6,20/29,4.2,7/29,Lost Round 3 (3-4),https://www.basketball-reference.com/teams/MIL/2001.html
MIL,2002,41,41,106.9,8/29,107.1,23/29,-0.2,16/29,No Playoffs,https://www.basketball-reference.com/teams/MIL/2002.html
MIL,2003,42,40,108.8,2/29,108.6,28/29,0.3,15/29,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/MIL/2003.html
MIL,2004,41,41,106.5,4/29,105.4,23/29,1.2,11/29,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/MIL/2004.html
MIL,2005,30,52,106.6,13/30,109.8,28/30,-3.3,25/30,No Playoffs,https://www.basketball-reference.com/teams/MIL/2005.html
MIL,2006,40,42,106.3,14/30,107.4,23/30,-1.1,16/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/MIL/2006.html
MIL,2007,28,54,107.0,12/30,111.7,29/30,-4.7,27/30,No Playoffs,https://www.basketball-reference.com/teams/MIL/2007.html
MIL,2008,26,56,105.3,21/30,112.8,30/30,-7.5,27/30,No Playoffs,https://www.basketball-reference.com/teams/MIL/2008.html
MIL,2009,34,48,106.7,23/30,107.9,15/30,-1.2,19/30,No Playoffs,https://www.basketball-reference.com/teams/MIL/2009.html
MIL,2010,46,36,104.9,23/30,103.1,2/30,1.8,14/30,Lost Round 1 (3-4),https://www.basketball-reference.com/teams/MIL/2010.html
MIL,2011,35,47,101.6,30/30,102.5,4/30,-0.9,18/30,No Playoffs,https://www.basketball-reference.com/teams/MIL/2011.html
MIL,2012,31,35,105.5,13/30,105.2,16/30,0.3,17/30,No Playoffs,https://www.basketball-reference.com/teams/MIL/2012.html
MIL,2013,38,44,103.6,22/30,105.2,12/30,-1.6,18/30,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/MIL/2013.html
MIL,2014,15,67,103.0,26/30,111.8,30/30,-8.8,29/30,No Playoffs,https://www.basketball-reference.com/teams/MIL/2014.html
MIL,2015,41,41,102.7,26/30,102.2,4/30,0.4,15/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/MIL/2015.html
MIL,2016,33,49,104.3,26/30,108.7,23/30,-4.4,26/30,No Playoffs,https://www.basketball-reference.com/teams/MIL/2016.html
MIL,2017,42,40,109.1,13/30,109.3,19/30,-0.2,16/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/MIL/2017.html
MIL,2018,44,38,109.8,9/30,110.1,19/30,-0.3,20/30,Lost Round 1 (3-4),https://www.basketball-reference.com/teams/MIL/2018.html
MIL,2019,60,22,113.8,4/30,105.2,1/30,8.5,1/30,Lost Round 3 (2-4),https://www.basketball-reference.com/teams/MIL/2019.html
