TEAM,YEAR,WINS,LOSSES,OFFRTG,OFFRANK,DEFRTG,DEFRANK,NETRTG,NETRANK,PLAYOFFS,URL
TOR,2011,22,60,106.2,20/30,112.9,30/30,-6.7,26/30,No Playoffs,https://www.basketball-reference.com/teams/TOR/2011.html
TOR,2012,23,43,100.8,29/30,104.5,14/30,-3.7,22/30,No Playoffs,https://www.basketball-reference.com/teams/TOR/2012.html
TOR,2013,34,48,105.9,13/30,107.5,22/30,-1.6,19/30,No Playoffs,https://www.basketball-reference.com/teams/TOR/2013.html
TOR,2014,48,34,108.8,10/30,105.3,10/30,3.5,9/30,Lost Round 1 (3-4),https://www.basketball-reference.com/teams/TOR/2014.html
TOR,2015,49,33,111.0,4/30,107.7,25/30,3.3,9/30,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/TOR/2015.html
TOR,2016,56,26,110.0,5/30,105.2,11/30,4.8,5/30,Lost Round 3 (2-4),https://www.basketball-reference.com/teams/TOR/2016.html
TOR,2017,51,31,112.3,6/30,107.8,11/30,4.4,5/30,Lost Round 2 (0-4),https://www.basketball-reference.com/teams/TOR/2017.html
TOR,2018,59,23,113.8,2/30,105.9,5/30,7.9,2/30,Lost Round 2 (0-4),https://www.basketball-reference.com/teams/TOR/2018.html
TOR,2019,58,24,113.1,5/30,107.1,5/30,6.0,3/30,Won Finals (4-2),https://www.basketball-reference.com/teams/TOR/2019.html
TOR,2020,53,19,111.1,14/30,105.0,2/30,6.1,4/30,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/TOR/2020.html
TOR,2021,27,45,112.0,16/30,112.5,15/30,-0.5,19/30,No Playoffs,https://www.basketball-reference.com/teams/TOR/2021.html
TOR,2022,13,15,110.2,10/30,109.6,17/30,0.6,14/30,No Playoffs,https://www.basketball-reference.com/teams/TOR/2022.html
UTA,1985,41,41,103.3,21/23,103.4,1/23,-0.1,12/23,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/UTA/1985.html
UTA,1986,42,40,104.2,20/23,104.6,3/23,-0.4,12/23,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/UTA/1986.html
UTA,1987,44,38,104.1,21/23,103.7,1/23,0.4,11/23,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/UTA/1987.html
UTA,1988,47,35,106.8,16/23,103.1,1/23,3.6,8/23,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/UTA/1988.html
UTA,1989,51,31,106.6,17/25,101.5,1/25,5.1,5/25,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/UTA/1989.html
UTA,1990,55,27,110.3,10/27,105.4,5/27,5.0,6/27,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/UTA/1990.html
UTA,1991,54,28,108.6,11/27,105.1,6/27,3.5,9/27,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/UTA/1991.html
UTA,1992,55,27,112.2,4/27,105.6,7/27,6.6,3/27,Lost Round 3 (2-4),https://www.basketball-reference.com/teams/UTA/1992.html
UTA,1993,47,35,109.6,7/27,107.4,13/27,2.2,9/27,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/UTA/1993.html
UTA,1994,53,29,108.6,7/27,104.1,7/27,4.5,7/27,Lost Round 3 (1-4),https://www.basketball-reference.com/teams/UTA/1994.html
UTA,1995,60,22,114.3,4/27,105.7,8/27,8.6,1/27,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/UTA/1995.html
UTA,1996,55,27,113.3,2/29,106.1,8/29,7.3,3/29,Lost Round 3 (3-4),https://www.basketball-reference.com/teams/UTA/1996.html
UTA,1997,64,18,113.6,2/29,104.0,9/29,9.7,2/29,Lost Finals (2-4),https://www.basketball-reference.com/teams/UTA/1997.html
UTA,1998,62,20,112.7,1/29,105.4,17/29,7.3,4/29,Lost Finals (2-4),https://www.basketball-reference.com/teams/UTA/1998.html
UTA,1999,37,13,105.8,3/29,98.4,7/29,7.4,2/29,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/UTA/1999.html
UTA,2000,55,27,107.3,6/29,102.3,11/29,5.0,5/29,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/UTA/2000.html
UTA,2001,53,29,107.6,3/29,102.4,12/29,5.2,3/29,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/UTA/2001.html
UTA,2002,44,38,105.6,10/29,104.6,14/29,1.0,14/29,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/UTA/2002.html
UTA,2003,47,35,105.5,9/29,102.8,15/29,2.7,8/29,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/UTA/2003.html
UTA,2004,42,40,101.9,19/29,103.3,14/29,-1.4,17/29,No Playoffs,https://www.basketball-reference.com/teams/UTA/2004.html
UTA,2005,26,56,104.7,22/30,109.5,26/30,-4.8,27/30,No Playoffs,https://www.basketball-reference.com/teams/UTA/2005.html
UTA,2006,41,41,104.1,22/30,107.0,21/30,-3.0,23/30,No Playoffs,https://www.basketball-reference.com/teams/UTA/2006.html
UTA,2007,51,31,110.1,3/30,107.0,18/30,3.1,8/30,Lost Round 3 (1-4),https://www.basketball-reference.com/teams/UTA/2007.html
UTA,2008,54,28,113.8,1/30,106.5,12/30,7.4,4/30,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/UTA/2008.html
UTA,2009,48,34,110.1,8/30,107.3,10/30,2.8,9/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/UTA/2009.html
UTA,2010,53,29,110.7,8/30,105.0,10/30,5.7,3/30,Lost Round 2 (0-4),https://www.basketball-reference.com/teams/UTA/2010.html
UTA,2011,39,43,108.1,13/30,110.1,23/30,-2.0,20/30,No Playoffs,https://www.basketball-reference.com/teams/UTA/2011.html
UTA,2012,36,30,106.8,6/30,106.1,19/30,0.7,16/30,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/UTA/2012.html
UTA,2013,43,39,106.7,10/30,106.8,21/30,-0.1,15/30,No Playoffs,https://www.basketball-reference.com/teams/UTA/2013.html
UTA,2014,25,57,103.5,25/30,111.3,29/30,-7.8,28/30,No Playoffs,https://www.basketball-reference.com/teams/UTA/2014.html
UTA,2015,38,44,105.1,17/30,104.9,14/30,0.2,17/30,No Playoffs,https://www.basketball-reference.com/teams/UTA/2015.html
UTA,2016,40,42,105.9,16/30,103.9,7/30,1.9,10/30,No Playoffs,https://www.basketball-reference.com/teams/UTA/2016.html
UTA,2017,51,31,109.6,12/30,105.3,3/30,4.3,6/30,Lost Round 2 (0-4),https://www.basketball-reference.com/teams/UTA/2017.html
UTA,2018,48,34,108.4,16/30,103.9,2/30,4.5,5/30,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/UTA/2018.html
UTA,2019,50,32,110.9,15/30,105.7,2/30,5.2,4/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/UTA/2019.html
UTA,2020,44,28,112.3,10/30,109.9,13/30,2.5,9/30,Lost Round 1 (3-4),https://www.basketball-reference.com/teams/UTA/2020.html
UTA,2021,52,20,117.6,3/30,108.3,4/30,9.3,1/30,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/UTA/2021.html
UTA,2022,20,7,118.0,1/30,106.2,5/30,11.8,1/30,No Playoffs,https://www.basketball-reference.com/teams/UTA/2022.html
VAN,1996,15,67,97.6,29/29,108.5,18/29,-10.8,29/29,No Playoffs,https://www.basketball-reference.com/teams/VAN/1996.html
VAN,1997,14,68,100.3,29/29,111.8,27/29,-11.5,29/29,No Playoffs,https://www.basketball-reference.com/teams/VAN/1997.html
VAN,1998,19,63,104.1,15/29,112.0,28/29,-7.9,25/29,No Playoffs,https://www.basketball-reference.com/teams/VAN/1998.html
VAN,1999,8,42,98.4,28/29,107.9,27/29,-9.6,27/29,No Playoffs,https://www.basketball-reference.com/teams/VAN/1999.html
VAN,2000,22,60,102.3,23/29,108.5,28/29,-6.1,26/29,No Playoffs,https://www.basketball-reference.com/teams/VAN/2000.html
VAN,2001,23,59,99.6,26/29,105.8,25/29,-6.2,26/29,No Playoffs,https://www.basketball-reference.com/teams/VAN/2001.html
WAS,1998,42,40,105.2,14/29,104.5,14/29,0.6,17/29,No Playoffs,https://www.basketball-reference.com/teams/WAS/1998.html
WAS,1999,18,32,101.2,18/29,103.7,21/29,-2.5,22/29,No Playoffs,https://www.basketball-reference.com/teams/WAS/1999.html
WAS,2000,29,53,103.5,20/29,107.0,23/29,-3.5,23/29,No Playoffs,https://www.basketball-reference.com/teams/WAS/2000.html
WAS,2001,19,63,100.6,21/29,107.8,29/29,-7.2,27/29,No Playoffs,https://www.basketball-reference.com/teams/WAS/2001.html
WAS,2002,37,45,104.8,13/29,106.4,21/29,-1.6,20/29,No Playoffs,https://www.basketball-reference.com/teams/WAS/2002.html
WAS,2003,37,45,103.0,21/29,104.1,18/29,-1.1,19/29,No Playoffs,https://www.basketball-reference.com/teams/WAS/2003.html
WAS,2004,25,57,98.8,27/29,104.8,20/29,-6.1,27/29,No Playoffs,https://www.basketball-reference.com/teams/WAS/2004.html
WAS,2005,45,37,107.2,10/30,107.5,19/30,-0.4,16/30,Lost Round 2 (0-4),https://www.basketball-reference.com/teams/WAS/2005.html
WAS,2006,42,40,109.3,6/30,107.3,22/30,2.0,10/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/WAS/2006.html
WAS,2007,41,41,110.1,4/30,110.6,28/30,-0.5,15/30,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/WAS/2007.html
WAS,2008,43,39,109.2,12/30,109.6,24/30,-0.4,15/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/WAS/2008.html
WAS,2009,19,63,105.4,26/30,113.6,29/30,-8.2,28/30,No Playoffs,https://www.basketball-reference.com/teams/WAS/2009.html
WAS,2010,26,56,104.2,25/30,109.4,18/30,-5.2,26/30,No Playoffs,https://www.basketball-reference.com/teams/WAS/2010.html
WAS,2011,23,59,102.4,28/30,110.2,24/30,-7.8,29/30,No Playoffs,https://www.basketball-reference.com/teams/WAS/2011.html
WAS,2012,20,46,101.0,25/30,106.2,21/30,-5.2,25/30,No Playoffs,https://www.basketball-reference.com/teams/WAS/2012.html
WAS,2013,29,53,100.2,30/30,103.0,5/30,-2.7,21/30,No Playoffs,https://www.basketball-reference.com/teams/WAS/2013.html
WAS,2014,44,38,106.0,17/30,104.6,8/30,1.3,15/30,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/WAS/2014.html
WAS,2015,46,36,103.7,22/30,103.0,5/30,0.8,14/30,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/WAS/2015.html
WAS,2016,41,41,105.3,20/30,105.8,14/30,-0.5,17/30,No Playoffs,https://www.basketball-reference.com/teams/WAS/2016.html
WAS,2017,49,33,111.2,7/30,109.3,20/30,1.8,9/30,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/WAS/2017.html
WAS,2018,43,39,109.3,14/30,108.7,15/30,0.6,15/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/WAS/2018.html
WAS,2019,32,50,111.1,14/30,113.9,28/30,-2.8,25/30,No Playoffs,https://www.basketball-reference.com/teams/WAS/2019.html
WAS,2020,25,47,110.9,15/30,115.5,30/30,-4.5,25/30,No Playoffs,https://www.basketball-reference.com/teams/WAS/2020.html
WAS,2021,34,38,111.2,17/30,113.0,19/30,-1.7,22/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/WAS/2021.html
WAS,2022,15,14,108.1,23/30,110.4,21/30,-2.3,23/30,No Playoffs,https://www.basketball-reference.com/teams/WAS/2022.html
WSB,1985,40,42,104.3,20/23,104.6,3/23,-0.3,13/23,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/WSB/1985.html
WSB,1986,39,43,103.0,21/23,104.8,4/23,-1.8,14/23,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/WSB/1986.html
WSB,1987,42,40,105.7,18/23,107.0,10/23,-1.4,15/23,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/WSB/1987.html
WSB,1988,38,44,106.5,18/23,107.2,8/23,-0.8,15/23,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/WSB/1988.html
WSB,1989,40,42,106.4,18/25,108.5,15/25,-2.1,18/25,No Playoffs,https://www.basketball-reference.com/teams/WSB/1989.html
WSB,1990,31,51,107.5,16/27,109.7,20/27,-2.2,19/27,No Playoffs,https://www.basketball-reference.com/teams/WSB/1990.html
WSB,1991,30,52,103.0,24/27,108.1,15/27,-5.1,23/27,No Playoffs,https://www.basketball-reference.com/teams/WSB/1991.html
WSB,1992,25,57,103.9,24/27,108.4,12/27,-4.5,22/27,No Playoffs,https://www.basketball-reference.com/teams/WSB/1992.html
WSB,1993,22,60,103.6,26/27,110.8,25/27,-7.2,25/27,No Playoffs,https://www.basketball-reference.com/teams/WSB/1993.html
WSB,1994,24,58,104.5,18/27,112.2,27/27,-7.7,24/27,No Playoffs,https://www.basketball-reference.com/teams/WSB/1994.html
WSB,1995,21,61,105.4,21/27,111.3,24/27,-5.9,24/27,No Playoffs,https://www.basketball-reference.com/teams/WSB/1995.html
WSB,1996,39,43,108.7,13/29,107.6,15/29,1.1,15/29,No Playoffs,https://www.basketball-reference.com/teams/WSB/1996.html
WSB,1997,44,38,106.6,13/29,104.9,13/29,1.7,13/29,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/WSB/1997.html
NOK,2006,38,44,103.7,26/30,106.8,19/30,-3.1,24/30,No Playoffs,https://www.basketball-reference.com/teams/NOK/2006.html
NOK,2007,39,43,104.8,23/30,106.5,14/30,-1.7,18/30,No Playoffs,https://www.basketball-reference.com/teams/NOK/2007.html
KCK,1985,31,51,109.5,10/23,112.1,22/23,-2.5,17/23,No Playoffs,https://www.basketball-reference.com/teams/KCK/1985.html
